id,asset,year,rep_period,time_block_start,time_block_end,solution
81,AT_Battery,2030,7,17,18,540.1954812194003
82,AT_Battery,2030,7,19,20,0.0
83,AT_Battery,2030,7,21,22,0.0
84,AT_Battery,2030,7,23,24,0.0
85,AT_Battery,2030,8,1,2,204.2181382227709
86,AT_Battery,2030,8,3,4,540.1954812194003
87,AT_Battery,2030,8,5,6,540.1954812194003
88,AT_Battery,2030,8,7,8,0.0
89,AT_Battery,2030,8,9,10,500.04311290212854
90,AT_Battery,2030,8,11,12,0.0
91,AT_Battery,2030,8,13,14,0.0
92,AT_Battery,2030,8,15,16,217.38932836470872
93,AT_Battery,2030,8,17,18,0.0
94,AT_Battery,2030,8,19,20,0.0
95,AT_Battery,2030,8,21,22,408.633004123325
96,AT_Battery,2030,8,23,24,0.0
97,AT_Battery,2030,9,1,2,0.0
98,AT_Battery,2030,9,3,4,268.10800578351564
99,AT_Battery,2030,9,5,6,540.1954812194003
100,AT_Battery,2030,9,7,8,540.1954812194003
101,AT_Battery,2030,9,9,10,0.0
102,AT_Battery,2030,9,11,12,0.0
103,AT_Battery,2030,9,13,14,0.0
104,AT_Battery,2030,9,15,16,540.1954812194003
105,AT_Battery,2030,9,17,18,348.7767052902589
106,AT_Battery,2030,9,19,20,0.0
107,AT_Battery,2030,9,21,22,0.0
108,AT_Battery,2030,9,23,24,0.0
109,AT_Battery,2030,10,1,2,442.5034184868082
110,AT_Battery,2030,10,3,4,540.1954812194003
111,AT_Battery,2030,10,5,6,540.1954812194003
112,AT_Battery,2030,10,7,8,0.0
113,AT_Battery,2030,10,9,10,0.0
114,AT_Battery,2030,10,11,12,0.0
115,AT_Battery,2030,10,13,14,0.0
116,AT_Battery,2030,10,15,16,540.1954812194003
117,AT_Battery,2030,10,17,18,0.0
118,AT_Battery,2030,10,19,20,0.0
119,AT_Battery,2030,10,21,22,0.0
120,AT_Battery,2030,10,23,24,0.0
121,BE_Battery,2030,1,1,2,0.0
122,BE_Battery,2030,1,3,4,0.0
123,BE_Battery,2030,1,5,6,0.0
124,BE_Battery,2030,1,7,8,0.0
125,BE_Battery,2030,1,9,10,0.0
126,BE_Battery,2030,1,11,12,0.0
127,BE_Battery,2030,1,13,14,0.0
128,BE_Battery,2030,1,15,16,0.0
129,BE_Battery,2030,1,17,18,0.0
130,BE_Battery,2030,1,19,20,0.0
131,BE_Battery,2030,1,21,22,0.0
132,BE_Battery,2030,1,23,24,0.0
133,BE_Battery,2030,2,1,2,0.0
134,BE_Battery,2030,2,3,4,0.0
135,BE_Battery,2030,2,5,6,0.0
136,BE_Battery,2030,2,7,8,0.0
137,BE_Battery,2030,2,9,10,0.0
138,BE_Battery,2030,2,11,12,0.0
139,BE_Battery,2030,2,13,14,0.0
140,BE_Battery,2030,2,15,16,0.0
141,BE_Battery,2030,2,17,18,0.0
142,BE_Battery,2030,2,19,20,0.0
143,BE_Battery,2030,2,21,22,0.0
144,BE_Battery,2030,2,23,24,0.0
145,BE_Battery,2030,3,1,2,0.0
146,BE_Battery,2030,3,3,4,0.0
147,BE_Battery,2030,3,5,6,0.0
148,BE_Battery,2030,3,7,8,0.0
149,BE_Battery,2030,3,9,10,0.0
150,BE_Battery,2030,3,11,12,0.0
151,BE_Battery,2030,3,13,14,0.0
152,BE_Battery,2030,3,15,16,0.0
153,BE_Battery,2030,3,17,18,0.0
154,BE_Battery,2030,3,19,20,0.0
155,BE_Battery,2030,3,21,22,0.0
156,BE_Battery,2030,3,23,24,0.0
157,BE_Battery,2030,4,1,2,0.0
158,BE_Battery,2030,4,3,4,0.0
159,BE_Battery,2030,4,5,6,0.0
160,BE_Battery,2030,4,7,8,0.0
161,BE_Battery,2030,4,9,10,0.0
162,BE_Battery,2030,4,11,12,0.0
163,BE_Battery,2030,4,13,14,0.0
164,BE_Battery,2030,4,15,16,0.0
165,BE_Battery,2030,4,17,18,0.0
166,BE_Battery,2030,4,19,20,0.0
167,BE_Battery,2030,4,21,22,0.0
168,BE_Battery,2030,4,23,24,0.0
169,BE_Battery,2030,5,1,2,0.0
170,BE_Battery,2030,5,3,4,0.0
171,BE_Battery,2030,5,5,6,0.0
172,BE_Battery,2030,5,7,8,0.0
173,BE_Battery,2030,5,9,10,0.0
174,BE_Battery,2030,5,11,12,0.0
175,BE_Battery,2030,5,13,14,0.0
176,BE_Battery,2030,5,15,16,0.0
177,BE_Battery,2030,5,17,18,0.0
178,BE_Battery,2030,5,19,20,0.0
179,BE_Battery,2030,5,21,22,0.0
180,BE_Battery,2030,5,23,24,0.0
181,BE_Battery,2030,6,1,2,0.0
182,BE_Battery,2030,6,3,4,0.0
183,BE_Battery,2030,6,5,6,0.0
184,BE_Battery,2030,6,7,8,0.0
185,BE_Battery,2030,6,9,10,0.0
186,BE_Battery,2030,6,11,12,0.0
187,BE_Battery,2030,6,13,14,0.0
188,BE_Battery,2030,6,15,16,0.0
189,BE_Battery,2030,6,17,18,0.0
190,BE_Battery,2030,6,19,20,0.0
191,BE_Battery,2030,6,21,22,0.0
192,BE_Battery,2030,6,23,24,0.0
193,BE_Battery,2030,7,1,2,0.0
194,BE_Battery,2030,7,3,4,0.0
195,BE_Battery,2030,7,5,6,0.0
196,BE_Battery,2030,7,7,8,0.0
197,BE_Battery,2030,7,9,10,0.0
198,BE_Battery,2030,7,11,12,0.0
199,BE_Battery,2030,7,13,14,0.0
200,BE_Battery,2030,7,15,16,0.0
201,BE_Battery,2030,7,17,18,0.0
202,BE_Battery,2030,7,19,20,0.0
203,BE_Battery,2030,7,21,22,0.0
204,BE_Battery,2030,7,23,24,0.0
205,BE_Battery,2030,8,1,2,0.0
206,BE_Battery,2030,8,3,4,0.0
207,BE_Battery,2030,8,5,6,0.0
208,BE_Battery,2030,8,7,8,0.0
209,BE_Battery,2030,8,9,10,0.0
210,BE_Battery,2030,8,11,12,0.0
211,BE_Battery,2030,8,13,14,0.0
212,BE_Battery,2030,8,15,16,0.0
213,BE_Battery,2030,8,17,18,0.0
214,BE_Battery,2030,8,19,20,0.0
215,BE_Battery,2030,8,21,22,0.0
216,BE_Battery,2030,8,23,24,0.0
217,BE_Battery,2030,9,1,2,0.0
218,BE_Battery,2030,9,3,4,0.0
219,BE_Battery,2030,9,5,6,0.0
220,BE_Battery,2030,9,7,8,0.0
221,BE_Battery,2030,9,9,10,0.0
222,BE_Battery,2030,9,11,12,0.0
223,BE_Battery,2030,9,13,14,0.0
224,BE_Battery,2030,9,15,16,0.0
225,BE_Battery,2030,9,17,18,0.0
226,BE_Battery,2030,9,19,20,0.0
227,BE_Battery,2030,9,21,22,0.0
228,BE_Battery,2030,9,23,24,0.0
229,BE_Battery,2030,10,1,2,0.0
230,BE_Battery,2030,10,3,4,0.0
231,BE_Battery,2030,10,5,6,0.0
232,BE_Battery,2030,10,7,8,0.0
233,BE_Battery,2030,10,9,10,0.0
234,BE_Battery,2030,10,11,12,0.0
235,BE_Battery,2030,10,13,14,0.0
236,BE_Battery,2030,10,15,16,0.0
237,BE_Battery,2030,10,17,18,0.0
238,BE_Battery,2030,10,19,20,0.0
239,BE_Battery,2030,10,21,22,0.0
240,BE_Battery,2030,10,23,24,0.0
241,CH_Battery,2030,1,1,2,325.58647791870624
242,CH_Battery,2030,1,3,4,678.6702527589136
243,CH_Battery,2030,1,5,6,667.0570103110866
244,CH_Battery,2030,1,7,8,0.0
245,CH_Battery,2030,1,9,10,0.0
246,CH_Battery,2030,1,11,12,0.0
247,CH_Battery,2030,1,13,14,0.0
248,CH_Battery,2030,1,15,16,371.5316289632816
249,CH_Battery,2030,1,17,18,678.6702527589136
250,CH_Battery,2030,1,19,20,0.0
251,CH_Battery,2030,1,21,22,0.0
252,CH_Battery,2030,1,23,24,0.0
253,CH_Battery,2030,2,1,2,0.0
254,CH_Battery,2030,2,3,4,0.0
255,CH_Battery,2030,2,5,6,0.0
256,CH_Battery,2030,2,7,8,0.0
257,CH_Battery,2030,2,9,10,0.0
258,CH_Battery,2030,2,11,12,0.0
259,CH_Battery,2030,2,13,14,579.0150062342709
260,CH_Battery,2030,2,15,16,471.23396157125615
261,CH_Battery,2030,2,17,18,471.23396157125615
262,CH_Battery,2030,2,19,20,471.23396157125615
263,CH_Battery,2030,2,21,22,471.23396157125615
264,CH_Battery,2030,2,23,24,0.0
265,CH_Battery,2030,3,1,2,496.5006289550638
266,CH_Battery,2030,3,3,4,316.5451034446364
267,CH_Battery,2030,3,5,6,678.6702527589136
268,CH_Battery,2030,3,7,8,11.61324244782702
269,CH_Battery,2030,3,9,10,0.0
270,CH_Battery,2030,3,11,12,0.0
271,CH_Battery,2030,3,13,14,678.6702527589136
272,CH_Battery,2030,3,15,16,678.6702527589136
273,CH_Battery,2030,3,17,18,280.2154008634167
274,CH_Battery,2030,3,19,20,0.0
275,CH_Battery,2030,3,21,22,0.0
276,CH_Battery,2030,3,23,24,0.0
277,CH_Battery,2030,4,1,2,0.0
278,CH_Battery,2030,4,3,4,641.7028987874385
279,CH_Battery,2030,4,5,6,563.4162386101336
280,CH_Battery,2030,4,7,8,0.0
281,CH_Battery,2030,4,9,10,0.0
282,CH_Battery,2030,4,11,12,0.0
283,CH_Battery,2030,4,13,14,667.0570103110866
284,CH_Battery,2030,4,15,16,667.0570103110866
285,CH_Battery,2030,4,17,18,678.6702527589136
286,CH_Battery,2030,4,19,20,0.0
287,CH_Battery,2030,4,21,22,0.0
288,CH_Battery,2030,4,23,24,0.0
289,CH_Battery,2030,5,1,2,187.3359464999039
290,CH_Battery,2030,5,3,4,187.3359464999039
291,CH_Battery,2030,5,5,6,0.0
292,CH_Battery,2030,5,7,8,0.0
293,CH_Battery,2030,5,9,10,0.0
294,CH_Battery,2030,5,11,12,184.65682505989162
295,CH_Battery,2030,5,13,14,0.0
296,CH_Battery,2030,5,15,16,0.4976719261161885
297,CH_Battery,2030,5,17,18,28.200983933537756
298,CH_Battery,2030,5,19,20,0.0
299,CH_Battery,2030,5,21,22,0.0
300,CH_Battery,2030,5,23,24,0.0
301,CH_Battery,2030,6,1,2,0.0
302,CH_Battery,2030,6,3,4,0.0
303,CH_Battery,2030,6,5,6,0.0
304,CH_Battery,2030,6,7,8,0.0
305,CH_Battery,2030,6,9,10,0.0
306,CH_Battery,2030,6,11,12,0.0
307,CH_Battery,2030,6,13,14,0.0
308,CH_Battery,2030,6,15,16,0.0
309,CH_Battery,2030,6,17,18,0.0
310,CH_Battery,2030,6,19,20,0.0
311,CH_Battery,2030,6,21,22,0.0
312,CH_Battery,2030,6,23,24,0.0
313,CH_Battery,2030,7,1,2,0.0
314,CH_Battery,2030,7,3,4,678.6702527589136
315,CH_Battery,2030,7,5,6,678.6702527589136
316,CH_Battery,2030,7,7,8,0.0
317,CH_Battery,2030,7,9,10,0.0
318,CH_Battery,2030,7,11,12,0.0
319,CH_Battery,2030,7,13,14,0.0
320,CH_Battery,2030,7,15,16,678.6702527589136
321,CH_Battery,2030,7,17,18,678.6702527589136
322,CH_Battery,2030,7,19,20,0.0
323,CH_Battery,2030,7,21,22,0.0
324,CH_Battery,2030,7,23,24,0.0
325,CH_Battery,2030,8,1,2,0.0
326,CH_Battery,2030,8,3,4,0.0
327,CH_Battery,2030,8,5,6,253.9499913987289
328,CH_Battery,2030,8,7,8,0.0
329,CH_Battery,2030,8,9,10,0.0
330,CH_Battery,2030,8,11,12,0.0
331,CH_Battery,2030,8,13,14,0.0
332,CH_Battery,2030,8,15,16,678.6702527589136
333,CH_Battery,2030,8,17,18,667.0570103110866
334,CH_Battery,2030,8,19,20,0.0
335,CH_Battery,2030,8,21,22,0.0
336,CH_Battery,2030,8,23,24,0.0
337,CH_Battery,2030,9,1,2,0.0
338,CH_Battery,2030,9,3,4,0.0
339,CH_Battery,2030,9,5,6,0.0
340,CH_Battery,2030,9,7,8,0.0
341,CH_Battery,2030,9,9,10,0.0
342,CH_Battery,2030,9,11,12,0.0
343,CH_Battery,2030,9,13,14,0.0
344,CH_Battery,2030,9,15,16,678.6702527589136
345,CH_Battery,2030,9,17,18,363.20662884500103
346,CH_Battery,2030,9,19,20,0.0
347,CH_Battery,2030,9,21,22,0.0
348,CH_Battery,2030,9,23,24,0.0
349,CH_Battery,2030,10,1,2,0.0
350,CH_Battery,2030,10,3,4,678.6702527589136
351,CH_Battery,2030,10,5,6,678.6702527589136
352,CH_Battery,2030,10,7,8,0.0
353,CH_Battery,2030,10,9,10,0.0
354,CH_Battery,2030,10,11,12,0.0
355,CH_Battery,2030,10,13,14,529.8648378400453
356,CH_Battery,2030,10,15,16,678.6702527589136
357,CH_Battery,2030,10,17,18,79.45647610969957
358,CH_Battery,2030,10,19,20,0.0
359,CH_Battery,2030,10,21,22,0.0
360,CH_Battery,2030,10,23,24,0.0
361,DE_Battery,2030,1,1,2,1602.1005208803253
362,DE_Battery,2030,1,3,4,1967.3324362442556
363,DE_Battery,2030,1,5,6,1905.427071377865
364,DE_Battery,2030,1,7,8,1676.0647105011076
365,DE_Battery,2030,1,9,10,1584.4769515137373
366,DE_Battery,2030,1,11,12,0.0
367,DE_Battery,2030,1,13,14,1967.3324362442556
368,DE_Battery,2030,1,15,16,1967.3324362442556
369,DE_Battery,2030,1,17,18,1445.2964366487533
370,DE_Battery,2030,1,19,20,0.0
371,DE_Battery,2030,1,21,22,0.0
372,DE_Battery,2030,1,23,24,0.0
373,DE_Battery,2030,2,1,2,1967.3324362442556
374,DE_Battery,2030,2,3,4,1967.3324362442556
375,DE_Battery,2030,2,5,6,1967.3324362442556
376,DE_Battery,2030,2,7,8,0.0
377,DE_Battery,2030,2,9,10,0.0
378,DE_Battery,2030,2,11,12,0.0
379,DE_Battery,2030,2,13,14,0.0
380,DE_Battery,2030,2,15,16,1602.1005208803253
381,DE_Battery,2030,2,17,18,0.0
382,DE_Battery,2030,2,19,20,0.0
383,DE_Battery,2030,2,21,22,1602.1005208803253
384,DE_Battery,2030,2,23,24,0.0
385,DE_Battery,2030,3,1,2,0.0
386,DE_Battery,2030,3,3,4,0.0
387,DE_Battery,2030,3,5,6,1966.8738457173777
388,DE_Battery,2030,3,7,8,1966.8738457173777
389,DE_Battery,2030,3,9,10,1586.3664871239362
390,DE_Battery,2030,3,11,12,1967.3324362442556
391,DE_Battery,2030,3,13,14,1365.6702823875014
392,DE_Battery,2030,3,15,16,1602.1005208803253
393,DE_Battery,2030,3,17,18,0.0
394,DE_Battery,2030,3,19,20,0.0
395,DE_Battery,2030,3,21,22,0.0
396,DE_Battery,2030,3,23,24,0.0
397,DE_Battery,2030,4,1,2,0.0
398,DE_Battery,2030,4,3,4,0.0
399,DE_Battery,2030,4,5,6,0.0
400,DE_Battery,2030,4,7,8,0.0
401,DE_Battery,2030,4,9,10,1602.1005208803253
402,DE_Battery,2030,4,11,12,0.0
403,DE_Battery,2030,4,13,14,0.0
404,DE_Battery,2030,4,15,16,1602.1005208803253
405,DE_Battery,2030,4,17,18,374.92047376627636
406,DE_Battery,2030,4,19,20,0.0
407,DE_Battery,2030,4,21,22,0.0
408,DE_Battery,2030,4,23,24,0.0
409,DE_Battery,2030,5,1,2,0.0
410,DE_Battery,2030,5,3,4,0.0
411,DE_Battery,2030,5,5,6,0.0
412,DE_Battery,2030,5,7,8,0.0
413,DE_Battery,2030,5,9,10,0.0
414,DE_Battery,2030,5,11,12,0.0
415,DE_Battery,2030,5,13,14,0.0
416,DE_Battery,2030,5,15,16,0.0
417,DE_Battery,2030,5,17,18,0.0
418,DE_Battery,2030,5,19,20,0.0
419,DE_Battery,2030,5,21,22,0.0
420,DE_Battery,2030,5,23,24,0.0
421,DE_Battery,2030,6,1,2,0.0
422,DE_Battery,2030,6,3,4,0.0
423,DE_Battery,2030,6,5,6,0.0
424,DE_Battery,2030,6,7,8,0.0
425,DE_Battery,2030,6,9,10,0.0
426,DE_Battery,2030,6,11,12,0.0
427,DE_Battery,2030,6,13,14,1602.1005208803253
428,DE_Battery,2030,6,15,16,0.0
429,DE_Battery,2030,6,17,18,0.0
430,DE_Battery,2030,6,19,20,0.0
431,DE_Battery,2030,6,21,22,0.0
432,DE_Battery,2030,6,23,24,0.0
433,DE_Battery,2030,7,1,2,1602.1005208803253
434,DE_Battery,2030,7,3,4,1967.3324362442556
435,DE_Battery,2030,7,5,6,1967.3324362442556
436,DE_Battery,2030,7,7,8,0.0
437,DE_Battery,2030,7,9,10,0.0
438,DE_Battery,2030,7,11,12,0.0
439,DE_Battery,2030,7,13,14,395.69879767384253
440,DE_Battery,2030,7,15,16,1967.3324362442556
441,DE_Battery,2030,7,17,18,1602.1005208803253
442,DE_Battery,2030,7,19,20,0.0
443,DE_Battery,2030,7,21,22,0.0
444,DE_Battery,2030,7,23,24,0.0
445,DE_Battery,2030,8,1,2,1602.1005208803253
446,DE_Battery,2030,8,3,4,1602.1005208803253
447,DE_Battery,2030,8,5,6,1602.1005208803253
448,DE_Battery,2030,8,7,8,0.0
449,DE_Battery,2030,8,9,10,0.0
450,DE_Battery,2030,8,11,12,0.0
451,DE_Battery,2030,8,13,14,0.0
452,DE_Battery,2030,8,15,16,0.0
453,DE_Battery,2030,8,17,18,1967.3324362442556
454,DE_Battery,2030,8,19,20,0.0
455,DE_Battery,2030,8,21,22,0.0
456,DE_Battery,2030,8,23,24,0.0
457,DE_Battery,2030,9,1,2,0.0
458,DE_Battery,2030,9,3,4,1967.3324362442556
459,DE_Battery,2030,9,5,6,1967.3324362442556
460,DE_Battery,2030,9,7,8,1598.1089620371658
461,DE_Battery,2030,9,9,10,0.0
462,DE_Battery,2030,9,11,12,0.0
463,DE_Battery,2030,9,13,14,0.0
464,DE_Battery,2030,9,15,16,1967.3324362442556
465,DE_Battery,2030,9,17,18,1967.3324362442556
466,DE_Battery,2030,9,19,20,365.2319153639303
467,DE_Battery,2030,9,21,22,0.0
468,DE_Battery,2030,9,23,24,0.0
469,DE_Battery,2030,10,1,2,1289.4600612599152
470,DE_Battery,2030,10,3,4,1558.1889488350473
471,DE_Battery,2030,10,5,6,1967.3324362442556
472,DE_Battery,2030,10,7,8,0.0
473,DE_Battery,2030,10,9,10,0.0
474,DE_Battery,2030,10,11,12,552.8390707118594
475,DE_Battery,2030,10,13,14,1967.3324362442556
476,DE_Battery,2030,10,15,16,1967.3324362442556
477,DE_Battery,2030,10,17,18,0.0
478,DE_Battery,2030,10,19,20,0.0
479,DE_Battery,2030,10,21,22,0.0
480,DE_Battery,2030,10,23,24,0.0
481,FR_Battery,2030,1,1,2,0.0
482,FR_Battery,2030,1,3,4,4254.216304237896
483,FR_Battery,2030,1,5,6,4254.216304237896
484,FR_Battery,2030,1,7,8,4242.58343148807
485,FR_Battery,2030,1,9,10,3266.127510875702
486,FR_Battery,2030,1,11,12,0.0
487,FR_Battery,2030,1,13,14,0.0
488,FR_Battery,2030,1,15,16,4253.031971002611
489,FR_Battery,2030,1,17,18,4254.216304237896
490,FR_Battery,2030,1,19,20,4254.216304237896
491,FR_Battery,2030,1,21,22,0.0
492,FR_Battery,2030,1,23,24,0.0
493,FR_Battery,2030,2,1,2,0.0
494,FR_Battery,2030,2,3,4,0.0
495,FR_Battery,2030,2,5,6,0.0
496,FR_Battery,2030,2,7,8,0.0
497,FR_Battery,2030,2,9,10,625.1354741340165
498,FR_Battery,2030,2,11,12,0.0
499,FR_Battery,2030,2,13,14,0.0
500,FR_Battery,2030,2,15,16,0.0
501,FR_Battery,2030,2,17,18,3786.7202667722063
502,FR_Battery,2030,2,19,20,4254.216304237896
503,FR_Battery,2030,2,21,22,2628.487476529203
504,FR_Battery,2030,2,23,24,0.0
505,FR_Battery,2030,3,1,2,0.0
506,FR_Battery,2030,3,3,4,1476.1977816230938
507,FR_Battery,2030,3,5,6,1476.1977816230938
508,FR_Battery,2030,3,7,8,0.0
509,FR_Battery,2030,3,9,10,400.9783279998105
510,FR_Battery,2030,3,11,12,4254.216304237896
511,FR_Battery,2030,3,13,14,4217.809386451721
512,FR_Battery,2030,3,15,16,3766.920543947939
513,FR_Battery,2030,3,17,18,0.0
514,FR_Battery,2030,3,19,20,2696.2729205539435
515,FR_Battery,2030,3,21,22,164.90958622776088
516,FR_Battery,2030,3,23,24,0.0
517,FR_Battery,2030,4,1,2,0.0
518,FR_Battery,2030,4,3,4,0.0
519,FR_Battery,2030,4,5,6,711.0499355719872
520,FR_Battery,2030,4,7,8,0.0
521,FR_Battery,2030,4,9,10,0.0
522,FR_Battery,2030,4,11,12,0.0
523,FR_Battery,2030,4,13,14,0.0
524,FR_Battery,2030,4,15,16,0.0
525,FR_Battery,2030,4,17,18,1375.0089796599314
526,FR_Battery,2030,4,19,20,4254.216304237896
527,FR_Battery,2030,4,21,22,0.0
528,FR_Battery,2030,4,23,24,0.0
529,FR_Battery,2030,5,1,2,0.0
530,FR_Battery,2030,5,3,4,0.0
531,FR_Battery,2030,5,5,6,0.0
532,FR_Battery,2030,5,7,8,0.0
533,FR_Battery,2030,5,9,10,0.0
534,FR_Battery,2030,5,11,12,0.0
535,FR_Battery,2030,5,13,14,0.0
536,FR_Battery,2030,5,15,16,0.0
537,FR_Battery,2030,5,17,18,0.0
538,FR_Battery,2030,5,19,20,0.0
539,FR_Battery,2030,5,21,22,0.0
540,FR_Battery,2030,5,23,24,0.0
541,FR_Battery,2030,6,1,2,0.0
542,FR_Battery,2030,6,3,4,4125.2973786437
543,FR_Battery,2030,6,5,6,4254.216304237896
544,FR_Battery,2030,6,7,8,626.4404322550745
545,FR_Battery,2030,6,9,10,0.0
546,FR_Battery,2030,6,11,12,0.0
547,FR_Battery,2030,6,13,14,0.0
548,FR_Battery,2030,6,15,16,0.0
549,FR_Battery,2030,6,17,18,0.0
550,FR_Battery,2030,6,19,20,4254.216304237896
551,FR_Battery,2030,6,21,22,922.4078007949488
552,FR_Battery,2030,6,23,24,0.0
553,FR_Battery,2030,7,1,2,0.0
554,FR_Battery,2030,7,3,4,4254.216304237896
555,FR_Battery,2030,7,5,6,4254.216304237896
556,FR_Battery,2030,7,7,8,2532.140880395124
557,FR_Battery,2030,7,9,10,3489.075506652496
558,FR_Battery,2030,7,11,12,0.0
559,FR_Battery,2030,7,13,14,0.0
560,FR_Battery,2030,7,15,16,4254.216304237896
561,FR_Battery,2030,7,17,18,4254.216304237896
562,FR_Battery,2030,7,19,20,4254.216304237896
563,FR_Battery,2030,7,21,22,0.0
564,FR_Battery,2030,7,23,24,0.0
565,FR_Battery,2030,8,1,2,0.0
566,FR_Battery,2030,8,3,4,0.0
567,FR_Battery,2030,8,5,6,0.0
568,FR_Battery,2030,8,7,8,0.0
569,FR_Battery,2030,8,9,10,0.0
570,FR_Battery,2030,8,11,12,0.0
571,FR_Battery,2030,8,13,14,0.0
572,FR_Battery,2030,8,15,16,0.0
573,FR_Battery,2030,8,17,18,3261.9079669291878
574,FR_Battery,2030,8,19,20,3261.9079669291878
575,FR_Battery,2030,8,21,22,0.0
576,FR_Battery,2030,8,23,24,0.0
577,FR_Battery,2030,9,1,2,0.0
578,FR_Battery,2030,9,3,4,0.0
579,FR_Battery,2030,9,5,6,4254.216304237896
580,FR_Battery,2030,9,7,8,3989.027400957898
581,FR_Battery,2030,9,9,10,1145.973712289196
582,FR_Battery,2030,9,11,12,0.0
583,FR_Battery,2030,9,13,14,0.0
584,FR_Battery,2030,9,15,16,4254.216304237896
585,FR_Battery,2030,9,17,18,4229.965362812117
586,FR_Battery,2030,9,19,20,4229.965362812117
587,FR_Battery,2030,9,21,22,3432.9579552039368
588,FR_Battery,2030,9,23,24,0.0
589,FR_Battery,2030,10,1,2,0.0
590,FR_Battery,2030,10,3,4,4118.571453051395
591,FR_Battery,2030,10,5,6,4254.216304237896
592,FR_Battery,2030,10,7,8,386.70549068450646
593,FR_Battery,2030,10,9,10,1741.445459526521
594,FR_Battery,2030,10,11,12,0.0
595,FR_Battery,2030,10,13,14,742.2322700005116
596,FR_Battery,2030,10,15,16,4254.216304237896
597,FR_Battery,2030,10,17,18,2306.994174522315
598,FR_Battery,2030,10,19,20,3253.9395464428226
